collected_at,source,region,hpid,dutyName,hvec,hvidate,dutyTel3,hv10,hv11,hv13,hv14,hv15,hv16,hv17,hv18,hv19,hv2,hv21,hv22,hv23,hv24,hv25,hv26,hv27,hv28,hv29,hv3,hv30,hv31,hv32,hv33,hv34,hv35,hv36,hv37,hv38,hv39,hv40,hv41,hv42,hv43,hv5,hv6,hv60,hv61,hv7,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvcrrtayn,hvctayn,hvecmoayn,hvgc,hvhypoayn,hvicc,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs06,hvs07,hvs08,hvs09,hvs10,hvs11,hvs12,hvs14,hvs15,hvs16,hvs17,hvs18,hvs19,hvs20,hvs21,hvs22,hvs23,hvs24,hvs25,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs36,hvs37,hvs38,hvs46,hvs47,hvs48,hvs49,hvs50,hvs51,hvs52,hvs53,hvs54,hvs55,hvs56,hvs57,hvs58,hvs59,hvs60,hvs61,hvventiayn,hvventisoayn,phpid,rnum
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100013,한양대학교병원,14,20260507055806,02-2290-8284,Y,Y,3,3,,,0,0,,1,,,,,,,,3,,2,,1,,,,0,4,,,,2,0,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,120,Y,0,Y,Y,5,16,Y,20,3,,,22,12,13,25,,,,,,,,0,2,30,,,16,,16,2,1,3,2,3,69,10,20,11,4,3,,1,670,4,8,,,2,5,,,,,,,,,,,Y,Y,A1100013,3
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),18,20260507055708,02-920-5374,Y,Y,2,5,,,0,,,0,,,,,,,,4,,4,,1,,,1,3,4,,,,1,1,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,45,Y,,Y,Y,1,25,N1,30,4,,,14,16,19,17,,,,,,9,,,6,30,,,25,,10,3,4,7,6,8,84,14,20,11,8,7,,,777,2,7,,,6,,,,,,,,,,,,Y,Y,A1100008,4
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100005,이화여자대학교의과대학부속목동병원,11,20260507055925,02-2650-5911,Y,Y,,,,,1,0,,2,,,,,,,,8,2,5,4,3,,,,0,11,,,,0,0,Y,,Y,6,,,Y,,Y,Y,,,Y,Y,Y,98,Y,,Y,Y,7,13,N1,19,8,2,4,19,10,13,28,,,,14,,,,,4,32,,,13,,10,9,2,4,4,4,58,10,34,9,3,5,,,526,,,,,1,1,,,,,,,,,,,Y,Y,A1100005,5
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100017,서울대학교병원,0,20260507060008,02-2072-2475,Y,Y,,,1,1,1,0,,1,,0,0,,0,,,8,2,10,4,14,10,0,3,9,17,6,,,5,5,Y,Y,Y,2,,,Y,,Y,Y,4,1,Y,Y,Y,120,Y,,Y,Y,4,53,N1,24,10,2,4,17,10,18,40,22,2,10,5,,8,10,,28,30,6,,53,,41,7,4,13,13,14,160,19,46,22,9,3,1,,1365,,,1,1,2,1,,,0,0,,8,,,,,Y,Y,A1100017,6
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100035,서울특별시서울의료원,11,20260507060000,02-2276-7000,Y,Y,,,,,2,1,,3,,,,,,,,3,2,,3,6,,,,,12,,,,17,3,Y,Y,Y,1,,,Y,,Y,Y,,,Y,Y,Y,85,Y,1,Y,Y,3,10,Y,19,3,2,3,14,7,,3,,,,6,,,,5,,30,,,10,,30,5,4,4,3,3,65,5,12,7,2,4,1,2,461,,,,,2,4,,,,,,,,,,,Y,Y,A1100035,7
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100015,연세대학교의과대학강남세브란스병원,15,20260507055754,02-2019-3333,Y,Y,,,,,,,,,,,,,,,,2,1,,2,,,,0,,,,,,,5,Y,,Y,4,,,Y,,Y,Y,,,Y,Y,Y,74,Y,8,Y,Y,8,23,N1,21,2,1,2,,,,28,,,,12,,8,,29,,,,,23,,,5,1,4,3,6,47,10,23,6,3,5,,,691,,,,,,,,,,,,,,,,,Y,Y,A1100015,8
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100010,삼성서울병원,-2,20260507055846,02-3410-2060,Y,Y,,,,,,,,4,,,,,,,,1,2,14,2,,5,,0,2,,,,,8,12,Y,,Y,0,,,Y,,Y,Y,,6,Y,Y,Y,150,Y,14,Y,Y,2,52,N1,52,4,2,2,,30,23,59,15,,,12,,12,36,14,2,,,,53,,27,18,8,19,16,15,117,22,43,21,11,2,,,1527,,,,,,,,,,,,,,,,,Y,Y,A1100010,9
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100028,성심의료재단강동성심병원,11,20260507055957,02-2224-2358,Y,Y,,,,,,,,4,,,,,,,2,,1,,6,,,,,2,,,,,,0,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,120,Y,0,Y,Y,2,13,N1,15,,1,6,,18,,3,,,,,,,,19,5,,,,13,,,2,1,4,2,5,35,3,3,8,3,1,,,566,,,,,,,,,,,,,,2,,,Y,Y,A1100028,10
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100053,한국보훈복지의료공단중앙보훈병원,14,20260507055856,02-2225-1100,,,,,,,,,,5,,,,,,,,,1,6,2,,,,8,1,,,,,35,2,N,,Y,7,,,Y,,Y,Y,,,Y,Y,Y,162,N1,,N1,Y,,14,N1,22,,1,2,,15,14,,,,,14,,10,,,1,,,,14,,60,7,1,3,4,4,47,,,10,1,,,,823,,,,,,,,,,,,,,,,,Y,N1,A1100053,11
2026-05-07 06:02:13,data_go_kr,서울특별시,A1120796,이화여자대학교의과대학부속서울병원,11,20260507060020,02-6986-5119,Y,Y,,,,,,,,3,,,,,,,,8,2,6,4,,,,0,0,,,,,,3,Y,,Y,1,,,Y,,Y,Y,,4,Y,Y,Y,119,Y,0,Y,Y,2,19,N1,14,9,2,6,,10,17,24,,,,17,,11,19,11,7,,,,19,,,6,2,4,4,5,58,7,17,10,3,5,,,732,,,,,,,,,,,,,,,,,Y,Y,A1120796,12
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100041,의료법인서울효천의료재단에이치플러스양지병원,15,20260507060013,070-4665-9119,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,0,,,Y,,,,Y,,Y,Y,,,Y,Y,Y,13,Y,0,N1,Y,,7,N1,18,,1,2,,,,,,,,,,,,20,1,,,,7,,,3,,2,3,3,23,,,4,1,1,,,301,,,,,,,,,,,,,,,,,Y,N1,A1100041,13
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100002,건국대학교병원,16,20260507055744,02-2030-5555,Y,Y,,,,,,,,4,,,,,,,,2,1,2,2,,,,,1,,,,,1,2,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,108,Y,,Y,Y,3,21,N1,20,4,1,2,,24,25,16,,,,,,,,,1,,,,21,,14,3,2,4,4,5,45,7,18,7,3,14,,,678,,,,,,,,,,,,,,,,,Y,Y,A1100002,14
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100016,인제대학교상계백병원,15,20260507055654,02-950-1119,Y,Y,,,,,,,,1,,,,,,,3,,1,0,2,,,,,0,,,,,2,1,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,63,Y,,Y,Y,0,13,N1,16,,1,2,,19,18,15,,,,,,,,,4,,,,13,,5,2,2,3,2,3,36,10,25,10,3,1,,,390,,,,,,,,,,,,,,4,,,Y,Y,A1100016,15
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100048,노원을지대학교병원,12,20260507055602,02-970-8282,Y,Y,,,,,,,,3,,,,,,,,,1,0,4,,,,,2,,,,,3,0,Y,,Y,,0,0,Y,,Y,Y,,,Y,Y,Y,176,N1,,Y,Y,2,11,N1,17,,1,4,,16,16,10,,,,,,,,,2,,,,11,,21,1,3,2,2,2,26,8,19,3,1,,,,479,,,,,,,,,,,,,,,0,0,Y,Y,A1100048,16
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100020,의료법인한전의료재단한일병원,12,20260507060004,02-901-3119,N,N,,,,,,,,,,,,,,,,2,2,,2,,,,,0,,,,,,2,,Y,Y,,,,Y,,Y,Y,,,Y,Y,N1,104,Y,3,N,Y,,8,Y,21,2,2,2,,,,,,,,,,,,23,1,,,,8,,,5,,2,1,1,25,1,4,2,,4,2,2,392,,,,,,,,,,,,,,,,,Y,N,A1100020,17
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100001,경희대학교병원,12,20260507055928,02-958-8114,Y,Y,,,,,,,,,,,,,,,,3,2,,3,,,,,,0,,,,5,8,Y,,Y,1,,,Y,,Y,Y,,,Y,Y,Y,159,Y,31,Y,Y,0,16,N1,15,3,2,3,,,,14,,,,15,,,,73,,4,,,16,,20,9,3,3,3,5,48,6,12,8,3,2,,,653,,,,,,,,,,,,,,,,,Y,Y,A1100001,18
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100021,삼육서울병원,13,20260507055908,02-2210-3566,,N,,,,,,,,,,,,,,,4,,1,,2,,,,,1,,,,,,4,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,93,Y,4,N,Y,4,5,Y,13,,1,2,,,,4,,,,,,,,17,1,,,,5,,,4,2,1,1,2,20,,4,5,2,1,,1,392,,,,,,,,,,,,,,4,,,Y,N1,A1100021,19
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100040,서울특별시보라매병원,17,20260507060000,02-870-2119,Y,Y,,,,,,,,3,,,,,,,,3,2,5,1,,,,2,2,,,,,5,0,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,161,Y,,Y,Y,3,14,N1,31,3,2,1,,15,16,14,,,,,,4,,,4,,,,14,,14,3,4,6,3,5,48,14,13,5,9,2,,,695,,,,,,,,,,,,,,,,,Y,Y,A1100040,20
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100003,중앙대학교병원,11,20260507060009,02-6299-1338,Y,Y,0,0,,,,,,6,,,,,4,,,4,1,1,2,,,,,0,,,,,8,1,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,158,Y,2,Y,Y,0,16,N1,18,4,1,2,,22,17,17,,,,,,,,12,2,,,,16,,26,2,2,4,3,4,41,7,15,9,4,11,,,631,0,0,,,,,,,,,,4,,,,,Y,Y,A1100003,21
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100007,연세대학교의과대학세브란스병원,22,20260507055921,02-2227-7777,Y,Y,,,1,1,,,,1,,,,,,,,5,1,13,3,,8,1,4,4,,0,,,14,3,Y,Y,Y,4,,,Y,,Y,Y,4,6,Y,Y,Y,223,Y,12,Y,Y,7,3,N1,39,8,1,3,,29,32,52,22,2,10,29,,23,16,18,8,,6,,3,,29,30,8,17,16,17,185,41,61,22,14,8,1,,1883,,,1,1,,,,,,,,,,,,,Y,Y,A1100007,22
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,9,20260507060016,02-2258-2370,Y,Y,1,3,,,,,,7,,,,,,,,5,,15,,,1,,1,13,,,,,12,1,Y,,Y,2,,,Y,,Y,Y,,5,Y,Y,Y,76,Y,1,Y,Y,7,32,N1,27,6,,,,22,22,50,5,,,19,,10,8,5,18,,,,32,,35,10,2,9,10,8,80,40,39,11,9,4,,,1065,2,5,,,,,,,,,,,,,,,Y,Y,A1100012,23
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,20,20260507055815,02-3010-3333,Y,Y,,,2,1,1,1,,1,,,,,,,,10,1,2,10,0,2,1,3,21,,1,,,0,5,Y,,Y,0,,,Y,,Y,Y,4,2,Y,Y,Y,173,Y,2,Y,Y,9,4,Y,36,11,1,22,2,24,34,61,26,2,13,12,,12,12,9,45,,6,,4,,20,8,8,21,15,17,190,33,49,30,14,5,,1,2118,,,2,1,1,6,,,,,,,,,,,Y,Y,A1100009,24
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100011,가톨릭대학교여의도성모병원,15,20260507060014,02-3779-1199,,,,,,,,,,0,,,,,,,,,1,1,4,,,,,0,,,,,,0,Y,,Y,5,,,Y,,Y,Y,,,Y,Y,Y,44,Y,,N1,Y,,13,N1,15,,1,4,,11,9,,,,,9,,,,,1,,,,13,,,1,2,2,2,2,23,,,5,2,2,,,330,,,,,,,,,,,,,,,,,Y,N1,A1100011,25
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100055,한림대학교강남성심병원,22,20260507055554,02-829-5119,Y,Y,,,,,,,,2,,,,,,,,2,1,9,2,,,,,3,,,,,,,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,143,Y,,Y,Y,3,14,N1,22,2,1,2,,21,25,12,,,,,,,,,7,,,,14,,,,3,3,3,2,50,21,22,13,3,2,,,496,,,,,,,,,,,,,,,,,Y,Y,A1100055,26
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100054,성애의료재단성애병원,13,20260507060009,02-840-7115,Y,Y,,,,,,,,,,,,,,,,,1,,4,,,,,1,,,,,,,Y,,Y,,,,Y,,Y,Y,,,Y,Y,N1,60,N1,3,Y,Y,4,5,N1,15,,1,4,,,,4,,,,,,,,19,1,,,,5,,,,2,2,2,1,8,5,14,2,,,,,252,,,,,,,,,,,,,,,,,Y,Y,A1100054,27
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100004,순천향대학교부속서울병원,19,20260507060028,02-709-9117,Y,Y,,,,,,,,,,,0,,0,,0,3,1,,2,,,,,2,,,,,6,2,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,114,Y,9,Y,Y,0,13,N1,20,4,1,2,,,,13,,,,,,,,45,10,,,,13,,21,4,3,3,3,4,51,8,15,14,5,3,,,600,,,,,,,,,,0,,0,,0,,,Y,Y,A1100004,28
2026-05-07 06:02:13,data_go_kr,서울특별시,A1121013,가톨릭대학교은평성모병원,19,20260507060016,02-1811-7755,Y,Y,,,,,,,,1,,,,,,,,5,2,1,2,,,,0,0,,,,,,3,Y,,Y,0,,,Y,,Y,Y,,,Y,Y,Y,112,Y,,Y,Y,2,19,N1,24,8,2,2,,16,9,19,,,,13,,12,,,4,,,,19,,,5,1,4,3,5,46,19,22,8,4,20,,,651,,,,,,,,,,,,,,,,,Y,Y,A1121013,29
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100006,강북삼성병원,9,20260507060031,02-2001-1000,Y,Y,,,,,,,,,,,,,,,,2,1,0,2,,,,,1,,,,,4,1,Y,,Y,2,,,Y,,Y,Y,,3,Y,Y,Y,66,Y,8,Y,Y,3,14,N1,15,2,1,2,,,4,7,,,,12,,,8,24,5,,,,14,,18,3,1,3,3,5,47,9,11,5,5,2,,,529,,,,,,,,,,,,,,,,,Y,Y,A1100006,30
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100052,국립중앙의료원,11,20260507055804,02-2276-2114,N,Y,,,,,,,,,,0,,,0,0,4,3,2,0,3,0,,,,2,0,,6,2,,4,Y,,Y,,2,6,Y,4,Y,Y,,,Y,Y,Y,0,Y,2,Y,Y,,7,N1,15,3,2,3,6,,0,,,,,,20,,,13,2,0,,50,7,2,,7,1,1,1,2,56,1,3,5,5,2,,,202,,,,,,,,,0,,,0,0,5,2,6,Y,N,A1100052,31
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100036,부민병원,10,20260507055539,02-2620-0119,,Y,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,0,Y,,Y,,,,Y,,Y,Y,,,Y,Y,Y,64,N1,3,Y,Y,,7,N1,10,,1,,,,,,,,,,,,,14,1,,,,7,,,3,1,3,3,1,22,,1,2,1,,,,282,,,,,,,,,,,,,,,,,Y,N1,A1100036,32
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100051,혜민병원,8,20260507055532,02-2049-9119,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,Y,Y,N1,17,N1,2,N1,Y,,5,N1,9,,1,,,,,,,,,,,,,19,,,,,5,,,,,2,2,,16,,,2,,,,,205,,,,,,,,,,,,,,,,,Y,N1,A1100051,33
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100026,구로성심병원,7,20260507055834,02-2067-1515,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,N1,Y,N1,30,N1,4,N1,Y,,3,N1,9,,,1,,,,,,,,,,,,11,,,,,3,,,,,1,1,,5,,,,,,,,191,,,,,,,,,,,,,,,,,Y,N1,A1100026,34
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100049,희명병원,7,20260507055834,02-809-0122,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,Y,Y,Y,109,N1,2,N1,Y,,4,N1,10,,,1,,,,,,,,,,,,19,,,,,4,,,,,1,1,,9,,,1,1,,,,228,,,,,,,,,,,,,,,,,Y,N1,A1100049,35
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100027,한국원자력의학원원자력병원,9,20260507055918,02-970-2620,,Y,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,0,Y,,Y,,,,Y,,Y,Y,,,Y,Y,N1,195,N1,8,Y,Y,,10,N1,9,,1,1,,,,,,,,,,,,10,1,,,,10,,,1,1,4,2,1,16,,2,1,,,,,444,,,,,,,,,,,,,,1,,,Y,N1,A1100027,36
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100022,서울특별시동부병원,8,20260507060020,02-920-9119,,Y,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,Y,,Y,,,,,,Y,N1,,,Y,Y,N1,35,N1,4,Y,Y,,3,N1,8,,1,1,,,,,,,,,,,,8,1,,,,3,,,,1,1,1,,7,,1,1,,,,,192,,,,,,,,,,,,,,,,,Y,N1,A1100022,37
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100050,서울성심병원,16,20260507060022,02-966-1616,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,N1,Y,N1,77,N1,9,N1,Y,,6,N1,17,,1,2,,,,,,,,,,,,10,,,,,6,,,,,1,1,,11,,,,,,,,208,,,,,,,,,,,,,,,,,Y,N1,A1100050,38
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100025,의료법인동신의료재단동신병원,8,20260507055854,02-396-9161,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,Y,Y,N1,71,N1,4,N1,Y,,4,N1,9,,,1,,,,,,,,,,,,9,,,,,4,,,,,1,1,,7,,,1,,,,,196,,,,,,,,,,,,,,,,,Y,N1,A1100025,39
2026-05-07 06:02:13,data_go_kr,서울특별시,A1122033,기쁨병원,1,20260507055941,02-570-1212,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Y,,,,Y,,Y,Y,,,N1,Y,N1,63,N1,,N1,Y,,8,N1,4,,,1,,,,,,,,,,,,,,,,,8,,,,,2,2,1,1,,,,,,,,110,,,,,,,,,,,,,,,,,Y,N1,A1122033,40
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100039,경찰병원,3,20260507060003,02-3400-1300,,,,,,,,,,,,,,,,,1,,1,,,,,,,2,,,,,,2,,,Y,,,,,,Y,N1,,,Y,Y,N1,135,N1,14,N1,Y,,7,N1,3,,1,,,,,,,,,,,,,14,2,,,,7,,,2,,2,3,,10,,,2,,,,,187,,,,,,,,,,,,,,1,,,Y,N1,A1100039,41
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100019,홍익병원,6,20260507055825,02-2600-0777,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,Y,,,,Y,,Y,Y,,,N,Y,N1,52,N1,8,N1,Y,,4,N1,9,,,1,,,,,,,,,,,,14,1,,,,4,,,1,,4,2,2,7,,,1,,,,,251,,,,,,,,,,,,,,,,,Y,N1,A1100019,42
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100223,서울특별시서남병원,6,20260507060000,02-6300-9129,,,,,,,,,,,,,,,,0,,,1,,1,,,,,0,,,,,,4,,,Y,,,,,,Y,N1,,,Y,Y,Y,23,N1,5,N1,Y,,4,N1,6,,1,1,,,,,,,,,,,,17,1,,,,4,,,4,,1,1,,16,,,1,1,,,,275,,,,,,,,,,,,,0,,,,Y,N1,A1100223,43
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100024,명지성모병원,8,20260507055837,02-829-7800,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,Y,,,,Y,,Y,Y,,,N1,Y,N1,75,N1,2,N1,Y,,3,N1,8,,1,1,,,,,,,,,,,,12,1,,,,3,,,,,1,3,2,7,,,,,,,,212,,,,,,,,,,,,,,,,,Y,N1,A1100024,44
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100037,대림성모병원,8,20260507055538,02-829-9129,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,N1,Y,N1,47,N1,,N1,Y,,4,N1,8,,,2,,,,,,,,,,,,,,,,,4,,,,,1,1,,1,,,,,,,,131,,,,,,,,,,,,,,,,,Y,N1,A1100037,45
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100023,의료법인청구성심병원,9,20260507055849,02-383-0129,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,N1,Y,N1,44,N1,3,N1,Y,,3,N1,10,,,1,,,,,,,,,,,,6,,,,,3,,,,,1,1,,4,,,,,,,,196,,,,,,,,,,,,,,,,,Y,N1,A1100023,46
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100029,서울적십자병원,9,20260507055928,02-2002-8888,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,Y,Y,N1,106,N1,8,N1,Y,,6,N1,10,,1,,,,,,,,,,,,,12,,,,,6,,,,,1,1,,11,,,2,,,,,260,,,,,,,,,,,,,,,,,Y,N1,A1100029,47
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100032,세란병원,8,20260507055909,02-737-0181,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,N1,Y,N1,27,N1,,N1,Y,,13,N1,10,,,1,,,,,,,,,,,,,,,,,13,,,,,3,5,,3,,,,,,,,205,,,,,,,,,,,,,,,,,Y,N1,A1100032,48
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100075,의료법인풍산의료재단동부제일병원,6,20260507055552,02-490-8880,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Y,,,,,,Y,N1,,,N1,Y,N1,61,N1,,N1,N,,2,N1,7,,,1,,,,,,,,,,,,,,,,,2,,,,,1,1,,3,,,,,,,,124,,,,,,,,,,,,,,,,,Y,N1,A1100075,49
2026-05-07 06:02:13,data_go_kr,서울특별시,A1100044,녹색병원,0,20260507040506,02-490-2113,,,,,,,,,,,,,,,,,,,1,,4,,,,,2,,,,,,1,N,,Y,,,,,,Y,N1,,,Y,Y,N1,106,N1,7,N1,Y,,3,N1,5,,1,4,,,,,,,,,,,,17,3,,,,3,,,3,1,2,1,,22,,,1,,,,,293,,,,,,,,,,,,,,,,,Y,N1,A1100044,50
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200003,동아대학교병원,17,20260507055710,051-240-5300,Y,Y,2,2,,,,2,1,,,,,,,,,3,,,,5,,,2,5,9,,,,11,1,Y,,Y,-1,,,Y,,Y,Y,0,1,Y,Y,Y,190,Y,7,Y,Y,6,18,N1,19,3,,,16,,,20,,,8,13,,11,7,18,6,30,,,18,,18,3,4,5,3,4,76,11,30,16,4,4,,,714,2,3,,,,4,1,,,,,,,,,,Y,Y,A1200003,1
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200022,인제대학교 해운대백병원,19,20260507055703,051-797-0135,Y,Y,,,,,1,0,,1,,,,,,,,3,2,8,3,5,,,,2,5,,,,,0,Y,Y,Y,,,,Y,,Y,Y,,,Y,Y,Y,13,Y,,Y,Y,0,22,N1,29,3,2,3,12,28,27,23,,,,,,,,,2,30,,,22,,,7,2,5,3,4,70,7,48,17,7,15,1,,710,,,,,5,3,,,,,,,,,,,Y,Y,A1200022,2
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200018,대동병원,12,20260507055923,051-550-9391,,,,,,,,,,,,,,,,,,3,1,,2,,,,,1,,,,,,0,,,Y,,,,Y,,Y,Y,,,Y,Y,N1,101,N1,8,N1,Y,,6,N1,15,3,1,2,,,,,,,,,,,,21,1,,,,6,,,1,,2,1,1,10,,,1,,,,,401,,,,,,,,,,,,,,,,,Y,N1,A1200018,3
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200020,의료법인 온그룹의료재단 온병원,18,20260507055538,051-607-0139,,,,,,,,,,,,,,,,,,,1,,2,,,,,0,,,,,,5,,,Y,,,,Y,,Y,Y,,,Y,Y,N1,90,N1,7,N1,Y,,9,Y,20,,1,2,,,,,,,,,,,,23,1,,,,9,,,6,,4,2,2,7,,,1,,,,1,544,,,,,,,,,,,,,,,,,Y,N1,A1200020,4
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200001,인제대학교부산백병원,18,20260507055727,051-890-5995,Y,Y,,,,,,,,2,,,,,,,,,1,3,2,,,,0,0,,,,,14,1,Y,,Y,0,,,Y,,Y,Y,,,Y,Y,Y,65,Y,,Y,Y,-2,17,N1,32,,1,2,,19,18,35,,,,12,,6,,,1,,,,17,,20,8,4,5,3,6,61,19,38,15,5,7,,,691,,,,,,,,,,,,,,,,,Y,Y,A1200001,5
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200005,의료법인 은성의료재단 좋은삼선병원,9,20260507055732,051-310-9119,,,,,,,,,,,,,,,,,3,1,1,,1,,,,0,2,,,,,,2,,,Y,3,,,Y,,Y,Y,,,Y,Y,N1,48,N1,8,N1,Y,,7,N1,13,1,1,2,,,,,,,,5,,4,,19,2,,,,7,,,2,,2,2,2,11,,,1,,,,,375,,,,,,,,,,,,,,3,,,Y,N1,A1200005,6
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200004,고신대학교복음병원,15,20260507055838,051-990-6200,Y,Y,1,3,,,,,,6,,,,,,,,,,4,,,,,2,3,,,,,12,0,Y,,Y,8,,,Y,,Y,Y,3,,Y,Y,Y,93,Y,,Y,Y,16,13,Y,24,,,,,13,8,18,,,5,15,,16,,,5,,,,13,,14,1,7,3,3,5,53,13,19,14,3,1,,1,655,1,4,,,,,,,,,,,,,,,Y,Y,A1200004,7
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200002,부산대학교병원,12,20260507060000,051-240-7776,Y,Y,,,,,0,,,0,,,,0,0,0,,3,1,,2,1,,,,2,0,,29,2,5,2,Y,,Y,0,2,12,Y,7,Y,Y,,,Y,Y,Y,296,Y,4,Y,Y,4,26,N,17,3,1,2,12,10,,20,,,,0,42,,,24,4,0,,82,26,2,19,10,12,9,6,10,100,17,17,21,9,21,,1,901,,,,,2,,,,,,0,0,0,,2,12,Y,Y,A1200002,8
2026-05-07 06:02:13,data_go_kr,부산광역시,A1200007,비에이치에스한서병원,16,20260507060047,051-998-1119,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,Y,,,,Y,,Y,Y,,,Y,Y,Y,76,N1,8,N1,Y,,4,N1,17,,1,2,,,,,,,,,,,,16,,,,,4,,,,,1,1,2,11,,,1,1,,,,283,,,,,,,,,,,,,,,,,Y,N1,A1200007,9
