collected_at,source,region,childRealTimeBed,childTotalBed,emogCode,emogDesc,emogDstr,emogGrdc2,emogLoca,generalRealTimeBed,generalTotalBed,id,isoRealTimeBed,isoTotalBed,regionCode,updateDate,wholeRealTimeBed,wholeTotalBed
2026-06-14 00:25:11,mediboard,서울특별시,0,0,A1100011,가톨릭대학교여의도성모병원,1120,C,11,13,15,53353359,5,5,11,2026-06-14T00:25:10.006307,18,20
2026-06-14 00:25:11,mediboard,서울특별시,8,8,A1121013,가톨릭대학교은평성모병원,1122,C,11,3,24,53353577,4,4,11,2026-06-14T00:25:10.006307,15,36
2026-06-14 00:25:11,mediboard,서울특별시,3,3,A1100043,강동경희대학교병원,1102,A,11,10,15,53353250,3,5,11,2026-06-14T00:25:10.006307,16,23
2026-06-14 00:25:11,mediboard,서울특별시,2,2,A1100006,강북삼성병원,1123,C,11,8,15,53353571,3,3,11,2026-06-14T00:25:10.006307,13,20
2026-06-14 00:25:11,mediboard,서울특별시,2,4,A1100002,건국대학교병원,1106,C,11,8,20,53353471,3,3,11,2026-06-14T00:25:10.006307,13,27
2026-06-14 00:25:11,mediboard,서울특별시,0,0,A1100039,경찰병원,1118,D,11,3,3,53353476,2,2,11,2026-06-14T00:25:10.006307,5,5
2026-06-14 00:25:11,mediboard,서울특별시,3,3,A1100001,경희대학교병원,1111,C,11,11,15,53353414,4,5,11,2026-06-14T00:25:10.006307,18,23
2026-06-14 00:25:11,mediboard,서울특별시,3,3,A1100014,고려대학교의과대학부속구로병원,1107,A,11,20,29,53353360,4,5,11,2026-06-14T00:25:10.006307,27,37
2026-06-14 00:25:11,mediboard,서울특별시,0,0,A1100026,구로성심병원,1107,D,11,5,9,53353574,1,1,11,2026-06-14T00:25:10.006307,6,10
2026-06-14 00:25:11,mediboard,서울특별시,3,3,A1100052,국립중앙의료원,1124,C,11,11,17,53353522,10,10,11,2026-06-14T00:25:10.006307,24,30
2026-06-14 00:25:11,mediboard,서울특별시,0,0,A1122033,기쁨병원,1115,D,11,1,4,53353204,1,1,11,2026-06-14T00:25:10.006307,2,5
